GeneID,TrnID,PepID,GeneName,GeneFamily,UniProtKB_ID,UniProtKB_Gene_Name
ENSG00000141568,ENST00000335255,ENSP00000335677,FOXK2,Fork_head,Q01167,FOXK2_HUMAN
ENSG00000176678,ENST00000320241,ENSP00000326272,FOXL1,Fork_head,Q12952,FOXL1_HUMAN
ENSG00000183770,ENST00000648323,ENSP00000497217,FOXL2,Fork_head,P58012,FOXL2_HUMAN
ENSG00000248767,ENST00000506382,ENSP00000492766,FOXL3,Fork_head,A0A1W2PRP0,FOXL3_HUMAN
ENSG00000111206,ENST00000359843,ENSP00000352901,FOXM1,Fork_head,Q08050,FOXM1_HUMAN
ENSG00000109101,ENST00000579795,ENSP00000464645,FOXN1,Fork_head,O15353,FOXN1_HUMAN
ENSG00000170802,ENST00000340553,ENSP00000343633,FOXN2,Fork_head,P32314,FOXN2_HUMAN
ENSG00000053254,ENST00000557258,ENSP00000452005,FOXN3,Fork_head,O00409,FOXN3_HUMAN
ENSG00000139445,ENST00000299162,ENSP00000299162,FOXN4,Fork_head,Q96NZ1,FOXN4_HUMAN
ENSG00000150907,ENST00000379561,ENSP00000368880,FOXO1,Fork_head,Q12778,FOXO1_HUMAN
ENSG00000118689,ENST00000406360,ENSP00000385824,FOXO3,Fork_head,O43524,FOXO3_HUMAN
ENSG00000184481,ENST00000374259,ENSP00000363377,FOXO4,Fork_head,P98177,FOXO4_HUMAN
ENSG00000204060,ENST00000641094,ENSP00000493184,FOXO6,Fork_head,A8MYZ6,FOXO6_HUMAN
ENSG00000114861,ENST00000649528,ENSP00000497369,FOXP1,Fork_head,Q9H334,FOXP1_HUMAN
ENSG00000128573,ENST00000350908,ENSP00000265436,FOXP2,Fork_head,O15409,FOXP2_HUMAN
ENSG00000049768,ENST00000376207,ENSP00000365380,FOXP3,Fork_head,Q9BZS1,FOXP3_HUMAN
ENSG00000137166,ENST00000307972,ENSP00000309823,FOXP4,Fork_head,Q8IVH2,FOXP4_HUMAN
ENSG00000164379,ENST00000296839,ENSP00000296839,FOXQ1,Fork_head,Q9C009,FOXQ1_HUMAN
ENSG00000176302,ENST00000317011,ENSP00000314806,FOXR1,Fork_head,Q6PIV2,FOXR1_HUMAN
ENSG00000189299,ENST00000339140,ENSP00000427329,FOXR2,Fork_head,Q6PJQ5,FOXR2_HUMAN
ENSG00000179772,ENST00000375978,ENSP00000365145,FOXS1,Fork_head,O43638,FOXS1_HUMAN
ENSG00000154727,ENST00000400075,ENSP00000382948,GABPA,ETS,Q06546,GABPA_HUMAN
ENSG00000104064,ENST00000380877,ENSP00000370259,GABPB1,TF_others,Q06547,GABP1_HUMAN
ENSG00000143458,ENST00000368918,ENSP00000357914,GABPB2,TF_others,Q8TAK5,GABP1_HUMAN
ENSG00000102145,ENST00000376670,ENSP00000365858,GATA1,zf-GATA,P15976,GATA1_HUMAN
ENSG00000179348,ENST00000341105,ENSP00000345681,GATA2,zf-GATA,P23769,GATA2_HUMAN
ENSG00000107485,ENST00000379328,ENSP00000368632,GATA3,zf-GATA,P23771,GATA3_HUMAN
ENSG00000136574,ENST00000532059,ENSP00000435712,GATA4,zf-GATA,P43694,GATA4_HUMAN
ENSG00000130700,ENST00000252997,ENSP00000252997,GATA5,zf-GATA,Q9BWX5,GATA5_HUMAN
ENSG00000141448,ENST00000269216,ENSP00000269216,GATA6,zf-GATA,Q92908,GATA6_HUMAN
ENSG00000157259,ENST00000287957,ENSP00000287957,GATAD1,TF_others,Q8WUU5,GATD1_HUMAN
ENSG00000167491,ENST00000683918,ENSP00000508398,GATAD2A,zf-GATA,Q86YP4,P66A_HUMAN
ENSG00000143614,ENST00000368655,ENSP00000357644,GATAD2B,zf-GATA,Q8WXI9,P66B_HUMAN
ENSG00000164900,ENST00000297537,ENSP00000297537,GBX1,Homeobox,Q14549,GBX1_HUMAN
ENSG00000168505,ENST00000306318,ENSP00000302251,GBX2,Homeobox,P52951,GBX2_HUMAN
ENSG00000005436,ENST00000321027,ENSP00000318690,GCFC2,GCFC,P16383,GCFC2_HUMAN
ENSG00000137270,ENST00000259803,ENSP00000259803,GCM1,GCM,Q9NP62,GCM1_HUMAN
ENSG00000124827,ENST00000379491,ENSP00000368805,GCM2,GCM,O75603,GCM2_HUMAN
ENSG00000162676,ENST00000294702,ENSP00000294702,GFI1,zf-C2H2,Q99684,GFI1_HUMAN
ENSG00000165702,ENST00000372122,ENSP00000361195,GFI1B,zf-C2H2,Q5VTD9,GFI1B_HUMAN
ENSG00000111087,ENST00000228682,ENSP00000228682,GLI1,zf-C2H2,P08151,GLI1_HUMAN
ENSG00000074047,ENST00000361492,ENSP00000354586,GLI2,zf-C2H2,P10070,GLI2_HUMAN
ENSG00000106571,ENST00000395925,ENSP00000379258,GLI3,zf-C2H2,P10071,GLI3_HUMAN
ENSG00000250571,ENST00000340042,ENSP00000345024,GLI4,zf-C2H2,P10075,GLI4_HUMAN
ENSG00000174332,ENST00000628545,ENSP00000486112,GLIS1,zf-C2H2,Q8NBF1,GLIS1_HUMAN
ENSG00000126603,ENST00000433375,ENSP00000395547,GLIS2,zf-C2H2,Q9BZE0,GLIS2_HUMAN
ENSG00000107249,ENST00000381971,ENSP00000371398,GLIS3,zf-C2H2,Q8NEA6,GLIS3_HUMAN
ENSG00000198715,ENST00000362007,ENSP00000354553,GLMP,NCU-G1,Q8WWB7,GLMP_HUMAN
ENSG00000162419,ENST00000373816,ENSP00000362922,GMEB1,SAND,Q9Y692,GMEB1_HUMAN
ENSG00000101216,ENST00000370077,ENSP00000359094,GMEB2,SAND,Q9UKD1,GMEB2_HUMAN
ENSG00000116580,ENST00000368331,ENSP00000357315,GON4L,TF_others,Q3T8J9,GON4L_HUMAN
ENSG00000062194,ENST00000506184,ENSP00000421202,GPBP1,TF_others,Q86WP2,GPBP1_HUMAN
ENSG00000159592,ENST00000355105,ENSP00000347224,GPBP1L1,TF_others,Q9HC44,GPBL1_HUMAN
ENSG00000134317,ENST00000324907,ENSP00000324693,GRHL1,CP2,Q9NZI5,GRHL1_HUMAN
ENSG00000083307,ENST00000646743,ENSP00000495564,GRHL2,CP2,Q6ISB3,GRHL2_HUMAN
ENSG00000158055,ENST00000361548,ENSP00000354943,GRHL3,CP2,Q8TE85,GRHL3_HUMAN
ENSG00000133937,ENST00000238558,ENSP00000238558,GSC,Homeobox,P56915,GSC_HUMAN
ENSG00000063515,ENST00000086933,ENSP00000086933,GSC2,Homeobox,O15499,GSC2_HUMAN
ENSG00000169840,ENST00000302945,ENSP00000304331,GSX1,Homeobox,Q9H4S2,GSX1_HUMAN
ENSG00000180613,ENST00000326902,ENSP00000319118,GSX2,Homeobox,Q9BZM3,GSX2_HUMAN
ENSG00000263001,ENST00000573035,ENSP00000460070,GTF2I,GTF2I,P78347,GTF2I_HUMAN
ENSG00000006704,ENST00000424337,ENSP00000408477,GTF2IRD1,GTF2I,Q9UHL9,GT2D1_HUMAN
ENSG00000196275,ENST00000451013,ENSP00000406723,GTF2IRD2,GTF2I,Q86UP8,GTD2A_HUMAN
ENSG00000174428,ENST00000472837,ENSP00000480524,GTF2IRD2B,GTF2I,Q6EKJ0,GTD2B_HUMAN
ENSG00000122034,ENST00000381140,ENSP00000370532,GTF3A,zf-C2H2,Q92664,TF3A_HUMAN
ENSG00000125812,ENST00000338121,ENSP00000338290,GZF1,ZBTB,Q9H116,GZF1_HUMAN
ENSG00000113196,ENST00000231121,ENSP00000231121,HAND1,bHLH,O96004,HAND1_HUMAN
ENSG00000164107,ENST00000359562,ENSP00000352565,HAND2,bHLH,P61296,HAND2_HUMAN
ENSG00000105856,ENST00000222574,ENSP00000222574,HBP1,HMG,O60381,HBP1_HUMAN
ENSG00000165259,ENST00000373177,ENSP00000362272,HDX,Homeobox,Q7Z353,HDX_HUMAN
ENSG00000187821,ENST00000515777,ENSP00000426033,HELT,bHLH,A6NFD8,HELT_HUMAN
ENSG00000114315,ENST00000232424,ENSP00000232424,HES1,bHLH,Q14469,GAL3B_HUMAN
ENSG00000069812,ENST00000377834,ENSP00000367065,HES2,bHLH,Q9Y543,HES2_HUMAN
ENSG00000173673,ENST00000377898,ENSP00000367130,HES3,bHLH,Q5TGS1,HES3_HUMAN
ENSG00000188290,ENST00000304952,ENSP00000304595,HES4,bHLH,Q9HCC6,HES4_HUMAN
ENSG00000197921,ENST00000378453,ENSP00000367714,HES5,bHLH,Q5TA89,HES5_HUMAN
ENSG00000144485,ENST00000272937,ENSP00000272937,HES6,bHLH,Q96HZ4,HES6_HUMAN
ENSG00000179111,ENST00000541682,ENSP00000446205,HES7,bHLH,Q9BYE0,HES7_HUMAN
ENSG00000163666,ENST00000295934,ENSP00000295934,HESX1,Homeobox,Q9UBX0,HESX1_HUMAN
ENSG00000164683,ENST00000354724,ENSP00000346761,HEY1,bHLH,Q9Y5J3,HEY1_HUMAN
ENSG00000135547,ENST00000368364,ENSP00000357348,HEY2,bHLH,Q9UBP5,HEY2_HUMAN
ENSG00000163909,ENST00000372852,ENSP00000361943,HEYL,bHLH,Q9NQ87,HEYL_HUMAN
ENSG00000152804,ENST00000282728,ENSP00000282728,HHEX,Homeobox,Q03014,HHEX_HUMAN
ENSG00000177374,ENST00000619757,ENSP00000477858,HIC1,ZBTB,Q14526,HIC1_HUMAN
ENSG00000169635,ENST00000407464,ENSP00000385319,HIC2,ZBTB,Q96JB3,HIC2_HUMAN
ENSG00000100644,ENST00000337138,ENSP00000338018,HIF1A,TF_others,Q16665,HIF1A_HUMAN
ENSG00000124440,ENST00000377670,ENSP00000366898,HIF3A,bHLH,Q9Y2N7,HIF3A_HUMAN
ENSG00000172273,ENST00000350777,ENSP00000318085,HINFP,zf-C2H2,Q9BQA5,HINFP_HUMAN
ENSG00000095951,ENST00000379388,ENSP00000368698,HIVEP1,zf-C2H2,P15822,ZEP1_HUMAN
ENSG00000010818,ENST00000367603,ENSP00000356575,HIVEP2,zf-C2H2,P31629,ZEP2_HUMAN
ENSG00000127124,ENST00000372583,ENSP00000361664,HIVEP3,zf-C2H2,Q5T1R4,ZEP3_HUMAN
ENSG00000108924,ENST00000226067,ENSP00000226067,HLF,TF_bZIP,Q16534,HLF_HUMAN
ENSG00000136630,ENST00000366903,ENSP00000355870,HLX,Homeobox,Q14774,HLX_HUMAN
ENSG00000147421,ENST00000287701,ENSP00000287701,HMBOX1,Homeobox,Q6NT76,HMBX1_HUMAN
ENSG00000140382,ENST00000336216,ENSP00000336856,HMG20A,HMG,Q9NP66,HM20A_HUMAN
ENSG00000064961,ENST00000333651,ENSP00000328269,HMG20B,HMG,Q9P0W2,HM20B_HUMAN
ENSG00000137309,ENST00000311487,ENSP00000308227,HMGA1,HMGA,P17096,HMGA1_HUMAN
ENSG00000149948,ENST00000403681,ENSP00000384026,HMGA2,HMGA,P52926,HMGA2_HUMAN
ENSG00000189403,ENST00000341423,ENSP00000345347,HMGB1,HMG,P09429,HMGB1_HUMAN
ENSG00000164104,ENST00000296503,ENSP00000296503,HMGB2,HMG,P26583,HMGB2_HUMAN
ENSG00000029993,ENST00000325307,ENSP00000359393,HMGB3,HMG,O15347,HMGB3_HUMAN
ENSG00000176256,ENST00000681531,ENSP00000505691,HMGB4,HMG,Q8WW32,HMGB4_HUMAN
ENSG00000113716,ENST00000502717,ENSP00000421917,HMGXB3,HMG,Q12766,HMGX3_HUMAN
ENSG00000100281,ENST00000216106,ENSP00000216106,HMGXB4,HMG,Q9UGU5,HMGX4_HUMAN
ENSG00000215612,ENST00000400677,ENSP00000383516,HMX1,Homeobox,Q9NP08,HMX1_HUMAN
ENSG00000188816,ENST00000339992,ENSP00000341108,HMX2,Homeobox,A2RU54,HMX2_HUMAN
ENSG00000188620,ENST00000357878,ENSP00000350549,HMX3,Homeobox,A6NHT5,HMX3_HUMAN
ENSG00000135100,ENST00000257555,ENSP00000257555,HNF1A,Homeobox,P20823,HNF1A_HUMAN
ENSG00000275410,ENST00000617811,ENSP00000480291,HNF1B,Homeobox,P35680,HNF1B_HUMAN
ENSG00000101076,ENST00000316099,ENSP00000312987,HNF4A,RXR-like,P41235,HNF4A_HUMAN
ENSG00000164749,ENST00000396423,ENSP00000379701,HNF4G,RXR-like,Q14541,HNF4G_HUMAN
ENSG00000215271,ENST00000357460,ENSP00000350049,HOMEZ,Homeobox,Q8IX15,HOMEZ_HUMAN
ENSG00000171476,ENST00000420433,ENSP00000396275,HOPX,Homeobox,Q9BPY8,HOP_HUMAN
ENSG00000105991,ENST00000643460,ENSP00000494260,HOXA1,Homeobox,P49639,HXA1_HUMAN
ENSG00000253293,ENST00000283921,ENSP00000283921,HOXA10,Homeobox,P31260,HXA10_HUMAN
ENSG00000005073,ENST00000006015,ENSP00000006015,HOXA11,Homeobox,P31270,HXA11_HUMAN
ENSG00000106031,ENST00000649031,ENSP00000497112,HOXA13,Homeobox,P31271,HXA13_HUMAN
ENSG00000105996,ENST00000222718,ENSP00000222718,HOXA2,Homeobox,O43364,HXA2_HUMAN
ENSG00000105997,ENST00000612286,ENSP00000484411,HOXA3,Homeobox,O43365,HXA3_HUMAN
ENSG00000197576,ENST00000360046,ENSP00000353151,HOXA4,Homeobox,Q00056,HXA4_HUMAN
ENSG00000106004,ENST00000222726,ENSP00000222726,HOXA5,Homeobox,P20719,HXA5_HUMAN
ENSG00000106006,ENST00000222728,ENSP00000222728,HOXA6,Homeobox,P31267,HXA6_HUMAN
ENSG00000122592,ENST00000242159,ENSP00000242159,HOXA7,Homeobox,P31268,HXA7_HUMAN
ENSG00000078399,ENST00000343483,ENSP00000343619,HOXA9,Homeobox,P31269,HXA9_HUMAN
ENSG00000120094,ENST00000239174,ENSP00000355140,HOXB1,Homeobox,P14653,HXB1_HUMAN
ENSG00000159184,ENST00000290295,ENSP00000290295,HOXB13,Homeobox,Q92826,HXB13_HUMAN
ENSG00000173917,ENST00000330070,ENSP00000331741,HOXB2,Homeobox,P14652,HXB2_HUMAN
ENSG00000120093,ENST00000498678,ENSP00000420595,HOXB3,Homeobox,P14651,HXB3_HUMAN
ENSG00000182742,ENST00000332503,ENSP00000328928,HOXB4,Homeobox,P17483,HXB4_HUMAN
ENSG00000120075,ENST00000239151,ENSP00000239151,HOXB5,Homeobox,P09067,HXB5_HUMAN
ENSG00000108511,ENST00000225648,ENSP00000225648,HOXB6,Homeobox,P17509,HXB6_HUMAN
ENSG00000260027,ENST00000239165,ENSP00000239165,HOXB7,Homeobox,P09629,HXB7_HUMAN
ENSG00000120068,ENST00000239144,ENSP00000239144,HOXB8,Homeobox,P17481,HXB8_HUMAN
ENSG00000170689,ENST00000311177,ENSP00000309439,HOXB9,Homeobox,P17482,HXB9_HUMAN
ENSG00000180818,ENST00000303460,ENSP00000307321,HOXC10,Homeobox,Q9NYD6,HXC10_HUMAN
ENSG00000123388,ENST00000546378,ENSP00000446680,HOXC11,Homeobox,O43248,HXC11_HUMAN
ENSG00000123407,ENST00000243103,ENSP00000243103,HOXC12,Homeobox,P31275,HXC12_HUMAN
ENSG00000123364,ENST00000243056,ENSP00000243056,HOXC13,Homeobox,P31276,HXC13_HUMAN
ENSG00000198353,ENST00000430889,ENSP00000399808,HOXC4,Homeobox,P09017,HXC4_HUMAN
ENSG00000172789,ENST00000312492,ENSP00000309336,HOXC5,Homeobox,Q00444,HXC5_HUMAN
ENSG00000197757,ENST00000243108,ENSP00000243108,HOXC6,Homeobox,P09630,HXC6_HUMAN
ENSG00000037965,ENST00000040584,ENSP00000040584,HOXC8,Homeobox,P31273,HXC8_HUMAN
ENSG00000180806,ENST00000303450,ENSP00000302836,HOXC9,Homeobox,P31274,HXC9_HUMAN
ENSG00000128645,ENST00000331462,ENSP00000328598,HOXD1,Homeobox,Q9GZZ0,HXD1_HUMAN
ENSG00000128710,ENST00000249501,ENSP00000249501,HOXD10,Homeobox,P28358,HXD10_HUMAN
ENSG00000128713,ENST00000249504,ENSP00000249504,HOXD11,Homeobox,P31277,HXD11_HUMAN
ENSG00000170178,ENST00000406506,ENSP00000385586,HOXD12,Homeobox,P35452,HXD12_HUMAN
ENSG00000128714,ENST00000392539,ENSP00000376322,HOXD13,Homeobox,P35453,HXD13_HUMAN
ENSG00000128652,ENST00000683222,ENSP00000507129,HOXD3,Homeobox,P31249,HXD3_HUMAN
ENSG00000170166,ENST00000306324,ENSP00000302548,HOXD4,Homeobox,P09016,HXD4_HUMAN
ENSG00000175879,ENST00000313173,ENSP00000315949,HOXD8,Homeobox,P13378,HXD8_HUMAN
ENSG00000128709,ENST00000249499,ENSP00000249499,HOXD9,Homeobox,P28356,HXD9_HUMAN
ENSG00000185122,ENST00000528838,ENSP00000431512,HSF1,HSF,Q00613,HSF1_HUMAN
ENSG00000025156,ENST00000368455,ENSP00000357440,HSF2,HSF,Q03933,HSF2_HUMAN
ENSG00000102878,ENST00000521374,ENSP00000430947,HSF4,HSF,Q9ULV5,HSF4_HUMAN
ENSG00000176160,ENST00000323777,ENSP00000313243,HSF5,HSF,Q4G112,HSF5_HUMAN
ENSG00000171116,ENST00000370416,ENSP00000359444,HSFX1,HSF,Q9UBD0,HSFX1_HUMAN
ENSG00000268738,ENST00000598963,ENSP00000469223,HSFX2,HSF,Q9UBD0,HSFX1_HUMAN
ENSG00000283697,ENST00000431993,ENSP00000490928,HSFX3,HSF,A0A1B0GWH4,HSFX3_HUMAN
ENSG00000283463,ENST00000457775,ENSP00000489814,HSFX4,HSF,A0A1B0GTS1,HSFX4_HUMAN
ENSG00000172468,ENST00000307393,ENSP00000303599,HSFY1,HSF,Q96LI6,HSFY1_HUMAN
ENSG00000169953,ENST00000304790,ENSP00000306549,HSFY2,HSF,Q96LI6,HSFY1_HUMAN
ENSG00000125968,ENST00000376112,ENSP00000365280,ID1,bHLH,P41134,ID1_HUMAN
ENSG00000115738,ENST00000396290,ENSP00000379585,ID2,bHLH,Q02363,ID2_HUMAN
ENSG00000117318,ENST00000374561,ENSP00000363689,ID3,bHLH,Q02535,ID3_HUMAN
ENSG00000172201,ENST00000378700,ENSP00000367972,ID4,bHLH,P47928,ID4_HUMAN
ENSG00000185811,ENST00000331340,ENSP00000331614,IKZF1,zf-C2H2,Q13422,IKZF1_HUMAN
ENSG00000030419,ENST00000434687,ENSP00000412869,IKZF2,zf-C2H2,Q9UKS7,IKZF2_HUMAN
ENSG00000161405,ENST00000346872,ENSP00000344544,IKZF3,zf-C2H2,Q9UKT9,IKZF3_HUMAN
ENSG00000123411,ENST00000547167,ENSP00000448419,IKZF4,zf-C2H2,Q9H2S9,IKZF4_HUMAN
ENSG00000095574,ENST00000368886,ENSP00000357881,IKZF5,zf-C2H2,Q9H5V7,IKZF5_HUMAN
ENSG00000173404,ENST00000310227,ENSP00000312631,INSM1,zf-C2H2,Q01101,INSM1_HUMAN
ENSG00000168348,ENST00000307169,ENSP00000306523,INSM2,zf-C2H2,Q96T92,INSM2_HUMAN
ENSG00000125347,ENST00000245414,ENSP00000245414,IRF1,IRF,P10914,IRF1_HUMAN
ENSG00000168310,ENST00000393593,ENSP00000377218,IRF2,IRF,P14316,IRF2_HUMAN
ENSG00000126456,ENST00000377139,ENSP00000366344,IRF3,IRF,Q14653,IRF3_HUMAN
ENSG00000137265,ENST00000380956,ENSP00000370343,IRF4,IRF,Q15306,IRF4_HUMAN
ENSG00000128604,ENST00000357234,ENSP00000349770,IRF5,IRF,Q13568,IRF5_HUMAN
ENSG00000117595,ENST00000367021,ENSP00000355988,IRF6,IRF,O14896,IRF6_HUMAN
ENSG00000185507,ENST00000525445,ENSP00000434009,IRF7,IRF,Q92985,IRF7_HUMAN
ENSG00000140968,ENST00000268638,ENSP00000268638,IRF8,IRF,Q02556,IRF8_HUMAN
ENSG00000213928,ENST00000396864,ENSP00000380073,IRF9,IRF,Q00978,IRF9_HUMAN
ENSG00000170549,ENST00000302006,ENSP00000305244,IRX1,Homeobox,P78414,IRX1_HUMAN
ENSG00000170561,ENST00000302057,ENSP00000307006,IRX2,Homeobox,Q9BZI1,IRX2_HUMAN
ENSG00000177508,ENST00000329734,ENSP00000331608,IRX3,Homeobox,P78415,IRX3_HUMAN
ENSG00000113430,ENST00000231357,ENSP00000231357,IRX4,Homeobox,P78413,IRX4_HUMAN
ENSG00000176842,ENST00000394636,ENSP00000378132,IRX5,Homeobox,P78411,IRX5_HUMAN
ENSG00000159387,ENST00000290552,ENSP00000290552,IRX6,Homeobox,P78412,IRX6_HUMAN
ENSG00000016082,ENST00000230658,ENSP00000230658,ISL1,Homeobox,P61371,ISL1_HUMAN
ENSG00000159556,ENST00000290759,ENSP00000290759,ISL2,Homeobox,Q96A47,ISL2_HUMAN
ENSG00000175329,ENST00000404699,ENSP00000386037,ISX,Homeobox,Q2M1V0,ISX_HUMAN
ENSG00000008083,ENST00000341776,ENSP00000341280,JARID2,ARID,Q92833,JARD2_HUMAN
ENSG00000153814,ENST00000283928,ENSP00000283928,JAZF1,zf-C2H2,Q86VZ6,JAZF1_HUMAN
ENSG00000140044,ENST00000651602,ENSP00000498745,JDP2,TF_bZIP,Q8WYK2,JDP2_HUMAN
ENSG00000177606,ENST00000371222,ENSP00000360266,JUN,TF_bZIP,P05412,JUN_HUMAN
ENSG00000171223,ENST00000302754,ENSP00000303315,JUNB,TF_bZIP,P17275,JUNB_HUMAN
ENSG00000130522,ENST00000252818,ENSP00000252818,JUND,TF_bZIP,P17535,JUND_HUMAN
ENSG00000088247,ENST00000600480,ENSP00000471146,KHSRP,TF_others,Q92945,FUBP2_HUMAN
ENSG00000122778,ENST00000422774,ENSP00000416040,KIAA1549,TF_others,Q9HCM3,K1549_HUMAN
ENSG00000105610,ENST00000264834,ENSP00000264834,KLF1,zf-C2H2,Q13351,KLF1_HUMAN
ENSG00000155090,ENST00000285407,ENSP00000285407,KLF10,zf-C2H2,Q13118,KLF10_HUMAN
ENSG00000172059,ENST00000305883,ENSP00000307023,KLF11,zf-C2H2,O14901,KLF11_HUMAN
ENSG00000118922,ENST00000377669,ENSP00000366897,KLF12,zf-C2H2,Q9Y4X4,KLF12_HUMAN
ENSG00000169926,ENST00000307145,ENSP00000302456,KLF13,zf-C2H2,Q9Y2Y9,KLF13_HUMAN
ENSG00000266265,ENST00000583337,ENSP00000463287,KLF14,zf-C2H2,Q8TD94,SP6_HUMAN
ENSG00000163884,ENST00000296233,ENSP00000296233,KLF15,zf-C2H2,Q9UIH9,KLF15_HUMAN
ENSG00000129911,ENST00000250916,ENSP00000250916,KLF16,zf-C2H2,Q9BXK1,KLF16_HUMAN
ENSG00000171872,ENST00000372299,ENSP00000361373,KLF17,zf-C2H2,Q5JT82,KLF17_HUMAN
ENSG00000283039,ENST00000634670,ENSP00000489024,KLF18,zf-C2H2,A0A0U1RQI7,KLF18_HUMAN
ENSG00000127528,ENST00000248071,ENSP00000248071,KLF2,zf-C2H2,Q9Y5W3,KLF2_HUMAN
ENSG00000109787,ENST00000261438,ENSP00000261438,KLF3,zf-C2H2,P57682,KLF3_HUMAN
ENSG00000136826,ENST00000374672,ENSP00000363804,KLF4,zf-C2H2,O43474,KLF4_HUMAN
ENSG00000102554,ENST00000377687,ENSP00000366915,KLF5,zf-C2H2,Q13887,KLF5_HUMAN
ENSG00000067082,ENST00000497571,ENSP00000419923,KLF6,zf-C2H2,Q99612,KLF6_HUMAN
ENSG00000118263,ENST00000309446,ENSP00000309570,KLF7,zf-C2H2,O75840,KLF7_HUMAN
ENSG00000102349,ENST00000468660,ENSP00000417303,KLF8,zf-C2H2,O95600,KLF8_HUMAN
ENSG00000119138,ENST00000377126,ENSP00000366330,KLF9,zf-C2H2,Q13886,KLF9_HUMAN
ENSG00000055609,ENST00000262189,ENSP00000262189,KMT2C,HMG,Q8NEZ4,KMT2C_HUMAN
ENSG00000197302,ENST00000316491,ENSP00000319222,KRBOX5,TF_others,Q7Z2F6,KRBX5_HUMAN
ENSG00000198945,ENST00000361794,ENSP00000354526,L3MBTL3,TF_others,Q96JM7,LMBL3_HUMAN
ENSG00000154655,ENST00000317931,ENSP00000318543,L3MBTL4,zf-C2HC,Q8NA19,LMBL4_HUMAN
ENSG00000138136,ENST00000370193,ENSP00000359212,LBX1,Homeobox,P52954,LBX1_HUMAN
ENSG00000179528,ENST00000377566,ENSP00000366789,LBX2,Homeobox,Q6XYB7,LBX2_HUMAN
ENSG00000196233,ENST00000421806,ENSP00000490116,LCOR,HTH,Q96JN0,LCOR_HUMAN
ENSG00000178177,ENST00000635767,ENSP00000490600,LCORL,HTH,Q8N3X6,LCORL_HUMAN
ENSG00000138795,ENST00000265165,ENSP00000265165,LEF1,HMG,Q9UJU2,LEF1_HUMAN
ENSG00000213921,ENST00000638280,ENSP00000491740,LEUTX,Homeobox,A8MZ59,LEUTX_HUMAN
ENSG00000273706,ENST00000614239,ENSP00000477829,LHX1,Homeobox,P48742,LHX1_HUMAN
ENSG00000106689,ENST00000373615,ENSP00000362717,LHX2,Homeobox,P50458,LHX2_HUMAN
ENSG00000107187,ENST00000371748,ENSP00000360813,LHX3,Homeobox,Q9UBR4,LHX3_HUMAN
ENSG00000121454,ENST00000263726,ENSP00000263726,LHX4,Homeobox,Q969G2,LHX4_HUMAN
ENSG00000089116,ENST00000261731,ENSP00000261731,LHX5,Homeobox,Q9H2C1,LHX5_HUMAN
ENSG00000106852,ENST00000394319,ENSP00000377854,LHX6,Homeobox,Q9UPM6,LHX6_HUMAN
ENSG00000162624,ENST00000356261,ENSP00000348597,LHX8,Homeobox,Q68G74,LHX8_HUMAN
ENSG00000143355,ENST00000367387,ENSP00000356357,LHX9,Homeobox,Q9NQ69,LHX9_HUMAN
ENSG00000131914,ENST00000326279,ENSP00000363314,LIN28A,CSD,Q9H9Z2,LN28A_HUMAN
ENSG00000187772,ENST00000345080,ENSP00000344401,LIN28B,CSD,Q6ZN17,LN28B_HUMAN
ENSG00000189067,ENST00000622633,ENSP00000483114,LITAF,zf-LITAF-like,Q99732,LITAF_HUMAN
ENSG00000283516,ENST00000636296,ENSP00000490685,LITAFD,zf-LITAF-like,A0A1B0GVX0,LITAD_HUMAN
ENSG00000162761,ENST00000342310,ENSP00000340226,LMX1A,Homeobox,Q8TE12,LMX1A_HUMAN
ENSG00000136944,ENST00000373474,ENSP00000362573,LMX1B,Homeobox,O60663,LMX1B_HUMAN
ENSG00000124831,ENST00000308482,ENSP00000310109,LRRFIP1,LRRFIP,Q32MZ4,LRRF1_HUMAN
ENSG00000093167,ENST00000336686,ENSP00000338727,LRRFIP2,LRRFIP,Q9Y608,LRRF2_HUMAN
ENSG00000012223,ENST00000231751,ENSP00000231751,LTF,TF_others,P02788,TRFL_HUMAN
ENSG00000145220,ENST00000343470,ENSP00000345917,LYAR,TF_others,Q9NX58,LYAR_HUMAN
ENSG00000104903,ENST00000264824,ENSP00000264824,LYL1,bHLH,P12980,LYL1_HUMAN
ENSG00000142539,ENST00000599632,ENSP00000473233,M0R3H8,ETS,M0R3H8,
ENSG00000143194,ENST00000367872,ENSP00000356846,MAEL,HMG,Q96JY0,MAEL_HUMAN
ENSG00000178573,ENST00000326043,ENSP00000327048,MAF,TF_bZIP,O75444,MAF_HUMAN
ENSG00000179632,ENST00000322428,ENSP00000318604,MAF1,TF_others,Q9H063,MAF1_HUMAN
ENSG00000182759,ENST00000333480,ENSP00000328364,MAFA,TF_bZIP,Q8NHW3,MAFA_HUMAN
ENSG00000204103,ENST00000373313,ENSP00000362410,MAFB,TF_bZIP,Q9Y5Q3,MAFB_HUMAN
ENSG00000185022,ENST00000338483,ENSP00000345393,MAFF,TF_bZIP,Q9ULX9,MAFF_HUMAN
ENSG00000197063,ENST00000357736,ENSP00000350369,MAFG,TF_bZIP,O15525,MAFG_HUMAN
ENSG00000198517,ENST00000343242,ENSP00000344903,MAFK,TF_bZIP,O60675,MAFK_HUMAN
